Método,Quadro (imagem),min_val,max_val
TM_CCOEFF,im260,-88776160.0,65501216.0
TM_CCOEFF,im261,-88804136.0,65697640.0
TM_CCOEFF,im262,-88906144.0,66557616.0
TM_CCOEFF,im263,-88960720.0,67324864.0
TM_CCOEFF,im264,-88989080.0,68287352.0
TM_CCOEFF,im265,-88861472.0,68983256.0
TM_CCOEFF,im266,-88704640.0,70373080.0
TM_CCOEFF,im267,-91509448.0,73071936.0
TM_CCOEFF,im268,-92479024.0,76299744.0
TM_CCOEFF,im269,-94256152.0,79101464.0
TM_CCOEFF,im270,-95213064.0,79187424.0
TM_CCOEFF,im271,-96020352.0,77630072.0
TM_CCOEFF,im272,-97454864.0,74792864.0
TM_CCOEFF,im273,-100454176.0,77382912.0
TM_CCOEFF,im274,-101354688.0,77851760.0
TM_CCOEFF,im275,-102092032.0,78664816.0
TM_CCOEFF,im276,-101333904.0,78984952.0
TM_CCOEFF,im277,-99558288.0,79333784.0
TM_CCOEFF,im278,-97935080.0,79826192.0
TM_CCOEFF,im279,-96314800.0,79960792.0
TM_CCOEFF,im280,-97646808.0,80272232.0
TM_CCOEFF,im281,-101341552.0,80480888.0
TM_CCOEFF,im282,-104067184.0,80496448.0
TM_CCOEFF,im283,-105388696.0,80763160.0
TM_CCOEFF,im284,-105259776.0,80762520.0
TM_CCOEFF,im285,-104550312.0,80751760.0
TM_CCOEFF,im286,-103887728.0,80761872.0
TM_CCOEFF,im287,-103493568.0,80778880.0
TM_CCOEFF,im288,-103245072.0,80817400.0
TM_CCOEFF,im289,-103814776.0,81067656.0
TM_CCOEFF,im290,-104419816.0,80996016.0
TM_CCOEFF,im291,-104937872.0,80809880.0
TM_CCOEFF,im292,-105126720.0,81011880.0
TM_CCOEFF,im293,-104529112.0,81033504.0
TM_CCOEFF,im294,-102261448.0,81294888.0
TM_CCOEFF,im295,-98139352.0,81212744.0
TM_CCOEFF,im296,-98370784.0,81464656.0
TM_CCOEFF,im297,-100961440.0,81464536.0
TM_CCOEFF,im298,-103318744.0,81251160.0
TM_CCOEFF,im299,-104381856.0,81337240.0
TM_CCOEFF,im300,-104835840.0,81485656.0
